timestamp;node;renewable_share;score;pods
2021/10/14 12:05:28 ;ip-172-20-49-155.ec2.internal;3165.70;10;1
2021/10/14 12:06:28 ;ip-172-20-49-155.ec2.internal;1811.80;10;1
2021/10/14 12:06:28 ;ip-172-20-58-122.ec2.internal;46.60;0;0
2021/10/14 12:06:28 ;ip-172-20-73-221.ec2.internal;1197.30;6;0
2021/10/14 12:07:29 ;ip-172-20-49-155.ec2.internal;798.20;10;1
2021/10/14 12:07:29 ;ip-172-20-58-122.ec2.internal;30.30;0;0
2021/10/14 12:07:29 ;ip-172-20-73-221.ec2.internal;473.50;5;0
2021/10/14 12:08:29 ;ip-172-20-58-122.ec2.internal;14.70;0;0
2021/10/14 12:08:29 ;ip-172-20-73-221.ec2.internal;579.20;5;0
2021/10/14 12:08:29 ;ip-172-20-49-155.ec2.internal;1017.40;10;1
2021/10/14 12:09:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:09:29 ;ip-172-20-73-221.ec2.internal;705.30;5;0
2021/10/14 12:09:29 ;ip-172-20-49-155.ec2.internal;1299.40;10;1
2021/10/14 12:10:29 ;ip-172-20-49-155.ec2.internal;1537.80;10;1
2021/10/14 12:10:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:10:29 ;ip-172-20-73-221.ec2.internal;898.30;5;0
2021/10/14 12:11:29 ;ip-172-20-49-155.ec2.internal;1729.50;10;1
2021/10/14 12:11:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:11:29 ;ip-172-20-73-221.ec2.internal;1167.50;6;0
2021/10/14 12:12:29 ;ip-172-20-49-155.ec2.internal;1420.20;10;1
2021/10/14 12:12:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:12:29 ;ip-172-20-73-221.ec2.internal;822.40;5;0
2021/10/14 12:13:29 ;ip-172-20-49-155.ec2.internal;1780.70;10;1
2021/10/14 12:13:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:13:29 ;ip-172-20-73-221.ec2.internal;996.60;5;0
2021/10/14 12:14:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:14:29 ;ip-172-20-73-221.ec2.internal;1167.40;6;0
2021/10/14 12:14:29 ;ip-172-20-49-155.ec2.internal;1857.60;10;1
2021/10/14 12:15:29 ;ip-172-20-49-155.ec2.internal;1486.10;10;1
2021/10/14 12:15:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:15:29 ;ip-172-20-73-221.ec2.internal;865.20;5;0
2021/10/14 12:16:29 ;ip-172-20-73-221.ec2.internal;513.20;6;0
2021/10/14 12:16:29 ;ip-172-20-49-155.ec2.internal;837.80;10;1
2021/10/14 12:16:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:17:29 ;ip-172-20-49-155.ec2.internal;1049.30;10;1
2021/10/14 12:17:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:17:29 ;ip-172-20-73-221.ec2.internal;594.80;5;0
2021/10/14 12:18:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:18:29 ;ip-172-20-73-221.ec2.internal;709.60;5;0
2021/10/14 12:18:29 ;ip-172-20-49-155.ec2.internal;1184.10;10;1
2021/10/14 12:19:29 ;ip-172-20-73-221.ec2.internal;806.90;5;0
2021/10/14 12:19:29 ;ip-172-20-49-155.ec2.internal;1375.60;10;1
2021/10/14 12:19:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:20:29 ;ip-172-20-49-155.ec2.internal;1304.30;10;1
2021/10/14 12:20:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:20:29 ;ip-172-20-73-221.ec2.internal;780.50;5;0
2021/10/14 12:21:29 ;ip-172-20-49-155.ec2.internal;962.30;10;1
2021/10/14 12:21:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:21:29 ;ip-172-20-73-221.ec2.internal;534.10;5;0
2021/10/14 12:22:29 ;ip-172-20-49-155.ec2.internal;1283.20;10;1
2021/10/14 12:22:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:22:29 ;ip-172-20-73-221.ec2.internal;871.20;6;0
2021/10/14 12:23:29 ;ip-172-20-49-155.ec2.internal;2440.80;10;1
2021/10/14 12:23:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:23:29 ;ip-172-20-73-221.ec2.internal;1446.30;5;0
2021/10/14 12:24:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:24:29 ;ip-172-20-73-221.ec2.internal;1392.20;5;0
2021/10/14 12:24:29 ;ip-172-20-49-155.ec2.internal;2648.90;10;1
2021/10/14 12:25:29 ;ip-172-20-49-155.ec2.internal;1230.80;10;1
2021/10/14 12:25:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:25:29 ;ip-172-20-73-221.ec2.internal;768.10;6;0
2021/10/14 12:26:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:26:29 ;ip-172-20-73-221.ec2.internal;1586.40;6;0
2021/10/14 12:26:29 ;ip-172-20-49-155.ec2.internal;2464.10;10;1
2021/10/14 12:27:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:27:29 ;ip-172-20-73-221.ec2.internal;561.10;6;0
2021/10/14 12:27:29 ;ip-172-20-49-155.ec2.internal;904.50;10;1
2021/10/14 12:28:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:28:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:28:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:29:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:29:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:29:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:30:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:30:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:30:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:31:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:31:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:31:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:32:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:32:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:32:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:33:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:33:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:33:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:34:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:34:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:34:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:35:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:35:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:35:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:36:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:36:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:36:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:37:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
2021/10/14 12:37:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:37:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:38:29 ;ip-172-20-58-122.ec2.internal;0.00;0;0
2021/10/14 12:38:29 ;ip-172-20-73-221.ec2.internal;0.00;0;0
2021/10/14 12:38:29 ;ip-172-20-49-155.ec2.internal;0.00;0;1
